No,日期,到达人数,目的地,共乘序号,到达时间（验票时间）,上车时间,lng,lat
528,2018/4/26,1,如家精选酒店(新南门地铁站店),42,1:20,1:37,104.074994,30.642407
529,2018/4/26,2,吾桐里国际青年客栈(大石东路店),43,1:22,1:43,104.045374,30.651983
530,2018/4/26,1,凯丽香江生活广场,44,1:29,1:53,104.082751,30.599012
531,2018/4/26,1,如家精选酒店(蜀汉路店),45,1:36,1:54,104.026524,30.684059
532,2018/4/26,1,蓉城四季酒店,45,1:34,1:54,104.002837,30.669541
533,2018/4/26,2,蓝光 郁金香花园,45,1:41,1:54,104.079973,30.651014
534,2018/4/26,2,轩雅映月,46,1:42,1:53,104.07553,30.652681
535,2018/4/26,1,京都大厦,47,1:50,2:09,104.078171,30.654518
536,2018/4/26,1,金林大城小室,47,1:59,2:09,104.015726,30.671891
537,2018/4/26,1,尚尊健身俱乐部,48,1:58,2:21,104.085321,30.548303
538,2018/4/26,1,火车北站,47,1:57,2:09,104.073403,30.696772
539,2018/4/26,1,慷懒客栈,47,1:58,2:09,104.03348,30.67552
540,2018/4/26,1,武侯区新乐路,49,2:02,2:21,104.041087,30.605414
541,2018/4/26,2,老宋国际青年旅舍,49,2:08,2:21,104.087492,30.680633
542,2018/4/26,1,7天连锁酒店(成都火车北站店),49,2:08,2:21,104.079611,30.700269
543,2018/4/26,4,成都浪漫满屋度假公寓,50,2:15,2:21,104.05449,30.66059
544,2018/4/26,1,瑞安城中汇,51,2:10,2:33,104.091843,30.693119
545,2018/4/26,1,都豪网络酒店,51,2:18,2:33,104.075662,30.700486
546,2018/4/26,1,嘉立连锁酒店(成都文殊院地铁站店),51,2:11,2:33,104.086903,30.661361
547,2018/4/26,1,天府丽都喜来登饭店,51,2:24,2:33,104.066453,30.664926
548,2018/4/26,1,成都瑞峰公寓酒店,52,2:16,2:35,104.144961,30.629369
549,2018/4/26,1,金林大城小室,53,2:25,,104.015726,30.671891
