No,日期,到达人数,目的地,共乘序号,到达时间（验票时间）,上车时间,lng,lat
428,2018/4/25,1,龙湖三千城,31,0:40,1:04,104.1115,30.674648
429,2018/4/25,1,华兴新居,31,0:44,1:04,104.119508,30.602951
430,2018/4/25,1,四川大学,32,1:04,1:19,104.085486,30.629794
431,2018/4/25,2,成都轩雅映月酒店,32,1:04,1:19,104.07553,30.652681
432,2018/4/25,1,成都楚天君临酒店,33,1:05,1:26,104.032715,30.668769
433,2018/4/25,1,站西桥,33,1:06,1:26,104.064965,30.70001
434,2018/4/25,1,华润二十四城,34,1:11,1:24,104.118859,30.649359
435,2018/4/25,1,凡花三舍青年公寓,34,1:12,1:24,104.059219,30.646088
436,2018/4/25,1,东站,34,1:13,1:24,104.14078,30.62881
437,2018/4/25,1,第一人民医院,35,1:16,1:31,104.052202,30.589949
438,2018/4/25,1,成都时光青年旅舍金牛万达店,35,1:23,1:31,104.085465,30.685362
439,2018/4/25,1,成都嘉好弗斯达酒店文殊院店,36,1:32,1:46,104.068682,30.670769
440,2018/4/25,1,丽景华庭,37,1:34,2:00,104.015689,30.651247
441,2018/4/25,1,明宇尚雅饭店,36,1:36,1:46,104.063846,30.646184
442,2018/4/25,2,阿悦酒店公寓,36,1:37,1:46,104.069092,30.665606
443,2018/4/25,1,吉祥街小区,38,1:40,2:01,104.054251,30.668971
444,2018/4/25,2,银石国际,38,1:41,2:01,104.06878,30.67261
445,2018/4/25,1,皇家别墅,37,1:41,2:00,104.001691,30.659655
446,2018/4/25,1,鑫万里客商务旅店(双清南路店),37,1:50,2:00,104.01755,30.673999
447,2018/4/25,2,成都市品乐酒店建设路sm广场店,39,1:53,2:14,104.11115,30.669649
448,2018/4/25,2,沃尔玛(武侯店),39,2:04,2:14,104.06051,30.633093
449,2018/4/25,4,龙腾中路,40,1:58,2:05,104.014506,30.652014
450,2018/4/25,2,锦江之星酒店(成都武侯祠体育学院店),41,2:00,2:25,104.04197,30.65073
451,2018/4/25,1,锦江之星酒店(成都武侯祠体育学院店),41,2:00,2:25,104.04197,30.65073
452,2018/4/25,1,东站,42,2:01,2:26,104.14078,30.62881
453,2018/4/25,1,海上海-北苑,43,2:27,2:49,104.16057,30.62777
454,2018/4/25,1,天府一街,44,2:42,3:03,104.031608,30.563611
455,2018/4/25,1,成华奥园广场,45,2:41,3:03,104.131182,30.655364
456,2018/4/25,1,蓝光凯丽香江,45,2:40,3:03,104.083956,30.598667
457,2018/4/25,2,外运小区,45,2:45,3:03,104.10238,30.6397
458,2018/4/25,4,成都清居酒店春熙路提督街店,46,2:50,3:03,104.076291,30.654189
459,2018/4/25,1,兴元华盛,47,3:13,,104.093692,30.708891
