0.018,0.030,0.044,0.050,0.059,0.062,0.045,0.024,0.005,0.000
0.051,0.087,0.130,0.182,0.191,0.157,0.083,0.041,0.017,0.005
0.089,0.139,0.202,0.294,0.407,0.324,0.208,0.050,0.029,0.006
0.083,0.134,0.205,0.312,0.426,0.345,0.226,0.080,0.062,0.033
0.051,0.084,0.134,0.206,0.331,0.295,0.226,0.092,0.063,0.036
0.012,0.035,0.068,0.105,0.127,0.127,0.093,0.075,0.051,0.038
0.002,0.011,0.030,0.063,0.077,0.081,0.054,0.042,0.018,0.011
0.000,0.008,0.042,0.098,0.107,0.081,0.027,0.014,0.005,0.003
0.000,0.006,0.051,0.108,0.113,0.068,0.011,0.000,0.000,0.000
0.000,0.006,0.048,0.093,0.098,0.056,0.011,0.000,0.000,0.000
